fact,explanation,action,gen_time
"[0.3993724, 1.0443795, 0.21567182, -0.4197113, -0.8694099, -1.2450675, 0.0, 0.0]","[0.036258794, 1.4512047, 0.6053706, 0.2316741, -0.0443456, -0.121485494, 0.0, 0.0]",3,8.995682954788208
"[0.3993724, 1.0443795, 0.21567182, -0.4197113, -0.8694099, -1.2450675, 0.0, 0.0]","[0.041045666, 1.4603524, 0.6829515, 0.2993284, -0.04882065, -0.12448224, 0.0, 0.0]",3,8.995682954788208
"[-0.13735342, 1.2118549, 0.066094756, -0.05070495, -0.0030693254, 0.02699608, 0.0, 0.0]","[0.009495067, 1.3438762, 0.1554432, -0.4447314, -0.0097903395, -0.038026035, 0.0, 0.0]",0,9.859190225601196
"[-0.13735342, 1.2118549, 0.066094756, -0.05070495, -0.0030693254, 0.02699608, 0.0, 0.0]","[0.036510278, 1.3470585, 0.6078414, -0.48634198, -0.033022817, -0.044089172, 0.0, 0.0]",0,9.859190225601196
"[-0.13735342, 1.2118549, 0.066094756, -0.05070495, -0.0030693254, 0.02699608, 0.0, 0.0]","[0.00671587, 1.3871869, 0.09532951, -0.19442847, -0.015552466, -0.0042438894, 0.0, 0.0]",0,9.859190225601196
"[-0.13735342, 1.2118549, 0.066094756, -0.05070495, -0.0030693254, 0.02699608, 0.0, 0.0]","[0.009796048, 1.448158, 0.15964402, 0.21653478, 0.00090953376, 0.012460405, 0.0, 0.0]",0,9.859190225601196
"[-0.27349225, 0.6699353, 0.036074404, -0.048787188, -0.0062073357, 0.038225863, 0.0, 0.0]","[0.0024096488, 1.362322, 0.04706546, -0.31125465, 0.0011404401, 0.010977533, 0.0, 0.0]",0,12.256630659103394
"[-0.27349225, 0.6699353, 0.036074404, -0.048787188, -0.0062073357, 0.038225863, 0.0, 0.0]","[0.0071796416, 1.3719738, 0.13115883, -0.2655125, -0.012034137, -0.007838486, 0.0, 0.0]",0,12.256630659103394
"[-0.27349225, 0.6699353, 0.036074404, -0.048787188, -0.0062073357, 0.038225863, 0.0, 0.0]","[0.042752933, 1.3695793, 0.6919983, -0.37229306, -0.029038304, 0.0059823063, 0.0, 0.0]",0,12.256630659103394
"[-0.27349225, 0.6699353, 0.036074404, -0.048787188, -0.0062073357, 0.038225863, 0.0, 0.0]","[0.019641018, 1.3691642, 0.33995843, -0.28605297, -0.02132792, -0.06374349, 0.0, 0.0]",0,12.256630659103394
"[0.016207123, 0.88798743, 0.010778579, -0.008037621, 0.03504072, -0.06411026, 0.0, 0.0]","[0.010845852, 1.362211, 0.16235843, -0.29808852, -0.025437271, -0.11661997, 0.0, 0.0]",2,11.695646524429321
"[0.016207123, 0.88798743, 0.010778579, -0.008037621, 0.03504072, -0.06411026, 0.0, 0.0]","[-0.032285213, 1.4008263, -0.519794, -0.14175482, 0.019417996, -0.022179179, 0.0, 0.0]",2,11.695646524429321
"[0.07115412, 0.90139264, 0.06631954, -0.057624955, 0.032533154, 0.03355948, 0.0, 0.0]","[0.043671418, 1.3873965, 0.711502, -0.2399191, -0.039932366, -0.03961072, 0.0, 0.0]",2,10.540992975234985
"[0.07115412, 0.90139264, 0.06631954, -0.057624955, 0.032533154, 0.03355948, 0.0, 0.0]","[-0.0005756378, 1.4603225, -0.009579673, 0.29948348, 0.0076000364, 0.020020643, 0.0, 0.0]",2,10.540992975234985
"[0.07115412, 0.90139264, 0.06631954, -0.057624955, 0.032533154, 0.03355948, 0.0, 0.0]","[0.009247685, 1.4653466, 0.14940062, 0.3363296, -0.004737304, 0.006406105, 0.0, 0.0]",2,10.540992975234985
"[0.07115412, 0.90139264, 0.06631954, -0.057624955, 0.032533154, 0.03355948, 0.0, 0.0]","[-0.037336446, 1.4518483, -0.60758483, 0.24784197, 0.024830418, 0.0033492022, 0.0, 0.0]",2,10.540992975234985
"[0.07115412, 0.90139264, 0.06631954, -0.057624955, 0.032533154, 0.03355948, 0.0, 0.0]","[0.0333971, 1.3750672, 0.53720945, -0.290046, -0.020024095, 0.010616354, 0.0, 0.0]",2,10.540992975234985
"[0.123053454, 0.07608655, -0.03636478, -0.022278888, -0.0033473354, 0.016642312, 0.0, 0.0]","[0.044198323, 1.3695493, 0.71983224, -0.37289456, -0.031033276, -0.014428945, 0.0, 0.0]",0,11.782377243041992
"[0.123053454, 0.07608655, -0.03636478, -0.022278888, -0.0033473354, 0.016642312, 0.0, 0.0]","[0.040334415, 1.4448166, 0.68320197, 0.23049463, -0.033975076, -0.065141216, 0.0, 0.0]",0,11.782377243041992
"[0.123053454, 0.07608655, -0.03636478, -0.022278888, -0.0033473354, 0.016642312, 0.0, 0.0]","[0.03747301, 1.3506616, 0.6323518, -0.44074288, -0.031605154, -0.05803997, 0.0, 0.0]",0,11.782377243041992
"[0.123053454, 0.07608655, -0.03636478, -0.022278888, -0.0033473354, 0.016642312, 0.0, 0.0]","[-0.042156886, 1.4179552, -0.6941716, 0.020441389, 0.027724085, 0.023110595, 0.0, 0.0]",0,11.782377243041992
"[-0.4536357, 1.0458777, -0.05812595, -0.00472754, -0.011822194, -0.0017721495, 0.0, 0.0]","[-0.033529855, 1.4358866, -0.5391017, 0.12585708, 0.024350042, -0.0041773925, 0.0, 0.0]",2,11.340124130249023
"[-0.4536357, 1.0458777, -0.05812595, -0.00472754, -0.011822194, -0.0017721495, 0.0, 0.0]","[-0.029716397, 1.459688, -0.4898514, 0.2945681, 0.023130829, 0.039223637, 0.0, 0.0]",2,11.340124130249023
"[-0.4536357, 1.0458777, -0.05812595, -0.00472754, -0.011822194, -0.0017721495, 0.0, 0.0]","[-0.028458882, 1.4606, -0.46798334, 0.31118262, 0.027111968, 0.0333409, 0.0, 0.0]",2,11.340124130249023
"[-0.4536357, 1.0458777, -0.05812595, -0.00472754, -0.011822194, -0.0017721495, 0.0, 0.0]","[0.0464242, 1.3568909, 0.7590214, -0.46643832, -0.042178355, -0.052217998, 0.0, 0.0]",2,11.340124130249023
"[0.0571867, 0.41604424, -0.035744295, -0.055146024, -0.013918342, 0.028029654, 0.0, 0.0]","[-0.027546216, 1.3611052, -0.48035073, -0.34021902, 0.027139798, 0.082482584, 0.0, 0.0]",2,11.322199821472168
"[0.0571867, 0.41604424, -0.035744295, -0.055146024, -0.013918342, 0.028029654, 0.0, 0.0]","[-0.033592988, 1.3523004, -0.5497505, -0.45776752, 0.03280435, 0.05601094, 0.0, 0.0]",2,11.322199821472168
"[0.0571867, 0.41604424, -0.035744295, -0.055146024, -0.013918342, 0.028029654, 0.0, 0.0]","[-0.04154377, 1.4349275, -0.67682064, 0.111413784, 0.031578522, 0.020733532, 0.0, 0.0]",2,11.322199821472168
"[0.0571867, 0.41604424, -0.035744295, -0.055146024, -0.013918342, 0.028029654, 0.0, 0.0]","[-0.017233562, 1.424273, -0.28032488, 0.032193806, 0.016029263, 0.01463715, 0.0, 0.0]",2,11.322199821472168
"[0.0571867, 0.41604424, -0.035744295, -0.055146024, -0.013918342, 0.028029654, 0.0, 0.0]","[-0.01614952, 1.4328976, -0.26025033, 0.096413486, 0.0076022903, -0.01578295, 0.0, 0.0]",2,11.322199821472168
"[-0.6363243, 1.9155093, -0.035079405, 0.09160843, 0.015860345, 0.010139428, 0.0, 0.0]","[0.012429619, 1.3451416, 0.21291718, -0.44523066, -0.025492204, -0.09495198, 0.0, 0.0]",0,11.776525259017944
"[-0.6363243, 1.9155093, -0.035079405, 0.09160843, 0.015860345, 0.010139428, 0.0, 0.0]","[0.023554897, 1.3735977, 0.41261798, -0.23684146, -0.025096225, -0.070213094, 0.0, 0.0]",0,11.776525259017944
"[-0.6363243, 1.9155093, -0.035079405, 0.09160843, 0.015860345, 0.010139428, 0.0, 0.0]","[-0.00040855407, 1.4191498, -0.018591879, 0.011863062, 0.016349556, 0.08373915, 0.0, 0.0]",0,11.776525259017944
"[-0.6363243, 1.9155093, -0.035079405, 0.09160843, 0.015860345, 0.010139428, 0.0, 0.0]","[0.045441914, 1.4509463, 0.74734026, 0.23600489, -0.03798591, -0.06226016, 0.0, 0.0]",0,11.776525259017944
"[-0.6363243, 1.9155093, -0.035079405, 0.09160843, 0.015860345, 0.010139428, 0.0, 0.0]","[0.021287346, 1.4560218, 0.34249538, 0.27326214, -0.00624557, 0.04600392, 0.0, 0.0]",0,11.776525259017944
"[-0.5555059, 0.45064926, 0.07840475, 0.116505034, 0.12787414, 0.27747315, 0.0, 0.0]","[0.019004155, 1.4662777, 0.30138332, 0.35293216, -0.00675444, 0.05009558, 0.0, 0.0]",2,10.942409992218018
"[-0.5555059, 0.45064926, 0.07840475, 0.116505034, 0.12787414, 0.27747315, 0.0, 0.0]","[-0.033386897, 1.4160748, -0.5400119, -0.023248287, 0.02259579, -0.0010240892, 0.0, 0.0]",2,10.942409992218018
"[-0.5555059, 0.45064926, 0.07840475, 0.116505034, 0.12787414, 0.27747315, 0.0, 0.0]","[0.012603092, 1.4635032, 0.1917623, 0.32828534, 0.0027656404, 0.07532196, 0.0, 0.0]",2,10.942409992218018
"[-0.5555059, 0.45064926, 0.07840475, 0.116505034, 0.12787414, 0.27747315, 0.0, 0.0]","[0.008733654, 1.4490557, 0.14020146, 0.22173232, -0.0011392779, 0.01821347, 0.0, 0.0]",2,10.942409992218018
"[-0.5555059, 0.45064926, 0.07840475, 0.116505034, 0.12787414, 0.27747315, 0.0, 0.0]","[-0.0019887923, 1.4213221, -0.02690826, 0.05400809, 0.0043997914, 0.009675768, 0.0, 0.0]",2,10.942409992218018
"[-0.42759037, 0.42846167, -0.11880219, 0.013389777, -0.0424921, -0.04477354, 0.0, 0.0]","[0.0010949135, 1.3819547, 0.0139746275, -0.19961189, 0.0009579774, 0.039294526, 0.0, 0.0]",0,11.244448184967041
"[-0.42759037, 0.42846167, -0.11880219, 0.013389777, -0.0424921, -0.04477354, 0.0, 0.0]","[0.009444237, 1.3531159, 0.16802153, -0.40225735, -0.007763865, -0.017176509, 0.0, 0.0]",0,11.244448184967041
"[-0.42759037, 0.42846167, -0.11880219, 0.013389777, -0.0424921, -0.04477354, 0.0, 0.0]","[0.0042434693, 1.3610581, 0.076786816, -0.3343611, 0.0032222818, 0.03630983, 0.0, 0.0]",0,11.244448184967041
"[-0.42759037, 0.42846167, -0.11880219, 0.013389777, -0.0424921, -0.04477354, 0.0, 0.0]","[0.03906746, 1.3766978, 0.63166374, -0.31945503, -0.026515571, 0.008255515, 0.0, 0.0]",0,11.244448184967041
"[-0.070523165, 0.8522278, -0.07594161, -0.07056759, -0.01444758, -0.024165548, 0.0, 0.0]","[0.04713316, 1.3956927, 0.7685573, -0.17896996, -0.03642148, -0.027817642, 0.0, 0.0]",2,10.047390460968018
"[-0.070523165, 0.8522278, -0.07594161, -0.07056759, -0.01444758, -0.024165548, 0.0, 0.0]","[0.045628738, 1.4701258, 0.754011, 0.3720628, -0.044573326, -0.09174293, 0.0, 0.0]",2,10.047390460968018
"[-0.070523165, 0.8522278, -0.07594161, -0.07056759, -0.01444758, -0.024165548, 0.0, 0.0]","[0.04012699, 1.357199, 0.6709728, -0.42184734, -0.028416188, -0.028198754, 0.0, 0.0]",2,10.047390460968018
"[-0.24428701, 0.6803753, -0.05633677, -0.03447679, -0.00631818, 0.009921556, 0.0, 0.0]","[0.0025244714, 1.4281319, 0.029456783, 0.06071712, -0.011378407, 0.020409508, 0.0, 0.0]",2,11.961849689483643
"[-0.24428701, 0.6803753, -0.05633677, -0.03447679, -0.00631818, 0.009921556, 0.0, 0.0]","[-0.045041274, 1.4652284, -0.74012524, 0.33585224, 0.044890847, 0.07613834, 0.0, 0.0]",2,11.961849689483643
"[-0.24428701, 0.6803753, -0.05633677, -0.03447679, -0.00631818, 0.009921556, 0.0, 0.0]","[-0.03098669, 1.3550626, -0.51550186, -0.43884912, 0.020049458, -0.01001265, 0.0, 0.0]",2,11.961849689483643
"[-0.24428701, 0.6803753, -0.05633677, -0.03447679, -0.00631818, 0.009921556, 0.0, 0.0]","[-0.021340942, 1.373655, -0.3500921, -0.34286928, 0.022741124, 0.03763795, 0.0, 0.0]",2,11.961849689483643
"[-0.13713054, 1.2100695, -0.08257506, 0.026453853, -0.16062933, -0.008334995, 0.0, 0.0]","[0.04363537, 1.4259179, 0.7257211, 0.06744612, -0.03221904, -0.03614938, 0.0, 0.0]",0,11.300004005432129
"[-0.13713054, 1.2100695, -0.08257506, 0.026453853, -0.16062933, -0.008334995, 0.0, 0.0]","[0.014515972, 1.3539528, 0.2492115, -0.36999753, -0.004013235, 0.003063345, 0.0, 0.0]",0,11.300004005432129
"[-0.13713054, 1.2100695, -0.08257506, 0.026453853, -0.16062933, -0.008334995, 0.0, 0.0]","[-0.0021538734, 1.3878219, -0.052219283, -0.14107704, 0.014795292, 0.03857664, 0.0, 0.0]",0,11.300004005432129
"[-0.13713054, 1.2100695, -0.08257506, 0.026453853, -0.16062933, -0.008334995, 0.0, 0.0]","[-0.031384848, 1.4679879, -0.5264073, 0.35590285, 0.030975752, 0.095132425, 0.0, 0.0]",0,11.300004005432129
"[0.07198582, 0.46827757, -0.010346884, -0.005078089, -0.013490204, 0.018619034, 0.0, 0.0]","[0.045464993, 1.3677878, 0.7421487, -0.38502157, -0.03413553, -0.027237365, 0.0, 0.0]",0,11.102015018463135
"[0.07198582, 0.46827757, -0.010346884, -0.005078089, -0.013490204, 0.018619034, 0.0, 0.0]","[0.038833905, 1.3467104, 0.64624816, -0.4953876, -0.023250967, 0.0015927082, 0.0, 0.0]",0,11.102015018463135
"[0.07198582, 0.46827757, -0.010346884, -0.005078089, -0.013490204, 0.018619034, 0.0, 0.0]","[-0.011300182, 1.4649093, -0.21465406, 0.36360413, 0.02776052, 0.15218458, 0.0, 0.0]",0,11.102015018463135
"[0.07198582, 0.46827757, -0.010346884, -0.005078089, -0.013490204, 0.018619034, 0.0, 0.0]","[0.014930439, 1.3619325, 0.24989939, -0.31615254, -0.022228606, -0.07860592, 0.0, 0.0]",0,11.102015018463135
"[0.07198582, 0.46827757, -0.010346884, -0.005078089, -0.013490204, 0.018619034, 0.0, 0.0]","[0.00899334, 1.367456, 0.14926071, -0.2795801, -0.005065109, -0.010755556, 0.0, 0.0]",0,11.102015018463135
"[-0.3681321, 0.2930559, 0.039957203, 0.023379887, 0.13450995, 0.04092109, 0.0, 0.0]","[0.03764391, 1.3653775, 0.6116006, -0.391563, -0.02429137, 0.0035683862, 0.0, 0.0]",2,11.601653099060059
"[-0.3681321, 0.2930559, 0.039957203, 0.023379887, 0.13450995, 0.04092109, 0.0, 0.0]","[0.017840767, 1.4236627, 0.30799788, 0.07639761, -0.040926423, -0.16224794, 0.0, 0.0]",2,11.601653099060059
"[-0.3681321, 0.2930559, 0.039957203, 0.023379887, 0.13450995, 0.04092109, 0.0, 0.0]","[-0.046412278, 1.4403174, -0.75850064, 0.1517353, 0.034515694, 0.030580744, 0.0, 0.0]",2,11.601653099060059
"[-0.3681321, 0.2930559, 0.039957203, 0.023379887, 0.13450995, 0.04092109, 0.0, 0.0]","[-0.03355875, 1.350265, -0.5382622, -0.4636002, 0.022275344, 0.016415829, 0.0, 0.0]",2,11.601653099060059
"[-0.07811699, 1.360515, -0.79635227, -0.19751683, 0.039767466, 0.011640172, 0.0, 0.0]","[0.043729782, 1.3939669, 0.71347445, -0.19098309, -0.040890522, -0.04610328, 0.0, 0.0]",2,10.893898248672485
"[-0.07811699, 1.360515, -0.79635227, -0.19751683, 0.039767466, 0.011640172, 0.0, 0.0]","[-0.044607162, 1.4703878, -0.7322299, 0.37426192, 0.026018841, 0.023424909, 0.0, 0.0]",2,10.893898248672485
"[-0.07811699, 1.360515, -0.79635227, -0.19751683, 0.039767466, 0.011640172, 0.0, 0.0]","[-0.03086071, 1.4312956, -0.51401716, 0.0846761, 0.015512128, 0.039392725, 0.0, 0.0]",2,10.893898248672485
"[-0.07811699, 1.360515, -0.79635227, -0.19751683, 0.039767466, 0.011640172, 0.0, 0.0]","[0.036395073, 1.3476367, 0.61273474, -0.53526574, -0.042575713, -0.13716862, 0.0, 0.0]",2,10.893898248672485
"[-0.54672074, 0.47548315, -0.022179473, 0.023596702, 0.093992636, -0.26017392, 0.0, 0.0]","[0.03532486, 1.4121388, 0.56685483, -0.02761099, -0.022041596, -0.013395394, 0.0, 0.0]",2,11.378037929534912
"[-0.54672074, 0.47548315, -0.022179473, 0.023596702, 0.093992636, -0.26017392, 0.0, 0.0]","[-0.008280372, 1.3937739, -0.12370767, -0.14834963, 0.00935306, 0.02123254, 0.0, 0.0]",2,11.378037929534912
"[-0.54672074, 0.47548315, -0.022179473, 0.023596702, 0.093992636, -0.26017392, 0.0, 0.0]","[0.00035209657, 1.4575748, 0.00756321, 0.29048523, -0.013733607, -0.055963166, 0.0, 0.0]",2,11.378037929534912
"[-0.54672074, 0.47548315, -0.022179473, 0.023596702, 0.093992636, -0.26017392, 0.0, 0.0]","[0.037954617, 1.3761487, 0.61977357, -0.3234372, -0.035919078, -0.04337123, 0.0, 0.0]",2,11.378037929534912
"[0.3555375, 1.2039119, 0.09867392, -0.027024586, 0.07385186, -0.18936108, 0.0, 0.0]","[0.045441817, 1.4203706, 0.7439467, 0.0036714713, -0.044462178, -0.063520685, 0.0, 0.0]",2,11.348549365997314
"[0.3555375, 1.2039119, 0.09867392, -0.027024586, 0.07385186, -0.18936108, 0.0, 0.0]","[-0.04099703, 1.4448743, -0.6670343, 0.19456734, 0.03386963, 0.0318753, 0.0, 0.0]",2,11.348549365997314
"[0.3555375, 1.2039119, 0.09867392, -0.027024586, 0.07385186, -0.18936108, 0.0, 0.0]","[-0.031984616, 1.4416182, -0.5204116, 0.1680385, 0.02280184, 0.011827014, 0.0, 0.0]",2,11.348549365997314
"[0.3555375, 1.2039119, 0.09867392, -0.027024586, 0.07385186, -0.18936108, 0.0, 0.0]","[-0.03875971, 1.4704804, -0.6269148, 0.37503618, 0.024934227, -0.010928629, 0.0, 0.0]",2,11.348549365997314
"[0.2584323, 0.00970746, 0.13682702, 0.0044037574, 0.08892205, 0.01661848, 1.0, 1.0]","[0.020323182, 1.3733841, 0.35022086, -0.26300085, -0.02795344, -0.06572722, 0.0, 0.0]",3,9.646738052368164
"[0.2584323, 0.00970746, 0.13682702, 0.0044037574, 0.08892205, 0.01661848, 1.0, 1.0]","[0.0140335085, 1.3509616, 0.24682796, -0.45514017, -0.011227031, 0.00029342054, 0.0, 0.0]",3,9.646738052368164
"[0.2584323, 0.00970746, 0.13682702, 0.0044037574, 0.08892205, 0.01661848, 1.0, 1.0]","[0.040530015, 1.3651229, 0.65961254, -0.40578228, -0.03727444, -0.03469384, 0.0, 0.0]",3,9.646738052368164
"[0.2584323, 0.00970746, 0.13682702, 0.0044037574, 0.08892205, 0.01661848, 1.0, 1.0]","[0.042523097, 1.4348832, 0.7074362, 0.14028174, -0.0500257, -0.10017787, 0.0, 0.0]",3,9.646738052368164
"[-0.24358554, 1.2636701, -0.0103028575, -0.02352546, 0.0039461735, -0.009196745, 0.0, 0.0]","[0.045598604, 1.4206991, 0.7449187, 0.028543571, -0.046600588, -0.08029836, 0.0, 0.0]",2,11.001791715621948
"[-0.24358554, 1.2636701, -0.0103028575, -0.02352546, 0.0039461735, -0.009196745, 0.0, 0.0]","[0.0022193908, 1.4452806, 0.03799947, 0.18755023, -0.0017342097, -0.008626833, 0.0, 0.0]",2,11.001791715621948
"[-0.24358554, 1.2636701, -0.0103028575, -0.02352546, 0.0039461735, -0.009196745, 0.0, 0.0]","[-0.04109974, 1.3977469, -0.6660278, -0.1637939, 0.028267875, -0.001671782, 0.0, 0.0]",2,11.001791715621948
"[-0.24358554, 1.2636701, -0.0103028575, -0.02352546, 0.0039461735, -0.009196745, 0.0, 0.0]","[-0.019802857, 1.3918835, -0.3232631, -0.20783743, 0.012662246, 0.0061467327, 0.0, 0.0]",2,11.001791715621948
"[0.30125207, 2.2380588, -2.6496348, 1.0595067, 1.3557112, 0.33043426, 0.0, 0.0]","[-0.017833043, 1.4410281, -0.291313, 0.16264682, 0.01856946, 0.037252676, 0.0, 0.0]",2,10.201124906539917
"[0.30125207, 2.2380588, -2.6496348, 1.0595067, 1.3557112, 0.33043426, 0.0, 0.0]","[-0.045464993, 1.4168022, -0.7454668, 0.02062888, 0.031664006, 0.028230105, 0.0, 0.0]",2,10.201124906539917
"[0.30125207, 2.2380588, -2.6496348, 1.0595067, 1.3557112, 0.33043426, 0.0, 0.0]","[-0.040001106, 1.4072597, -0.6514398, -0.08656537, 0.03070516, 0.02366453, 0.0, 0.0]",2,10.201124906539917
"[0.30125207, 2.2380588, -2.6496348, 1.0595067, 1.3557112, 0.33043426, 0.0, 0.0]","[0.047126483, 1.4711424, 0.7820103, 0.38705906, -0.045470998, -0.10866805, 0.0, 0.0]",2,10.201124906539917
"[0.30125207, 2.2380588, -2.6496348, 1.0595067, 1.3557112, 0.33043426, 0.0, 0.0]","[0.034908105, 1.4265333, 0.5965678, 0.09634633, -0.034707624, -0.10811444, 0.0, 0.0]",2,10.201124906539917
"[0.30125207, 2.2380588, -2.6496348, 1.0595067, 1.3557112, 0.33043426, 0.0, 0.0]","[0.03177166, 1.3996497, 0.5350014, -0.13595442, -0.035033394, -0.10347575, 0.0, 0.0]",2,10.201124906539917
"[0.043959808, 0.13621324, -0.06974963, 0.031298775, -0.124953754, -0.008684377, 0.0, 0.0]","[-0.027692795, 1.4379444, -0.4524675, 0.13410896, 0.027082795, 0.034985628, 0.0, 0.0]",2,10.866703271865845
"[0.043959808, 0.13621324, -0.06974963, 0.031298775, -0.124953754, -0.008684377, 0.0, 0.0]","[-0.04509878, 1.4055672, -0.7354261, -0.1064128, 0.040321473, 0.041385345, 0.0, 0.0]",2,10.866703271865845
"[0.043959808, 0.13621324, -0.06974963, 0.031298775, -0.124953754, -0.008684377, 0.0, 0.0]","[0.04558649, 1.3629199, 0.7393936, -0.42178568, -0.022735197, 0.021968462, 0.0, 0.0]",2,10.866703271865845
"[0.043959808, 0.13621324, -0.06974963, 0.031298775, -0.124953754, -0.008684377, 0.0, 0.0]","[0.024700452, 1.3794893, 0.40649486, -0.2093798, -0.022970092, -0.08094022, 0.0, 0.0]",2,10.866703271865845
"[0.043959808, 0.13621324, -0.06974963, 0.031298775, -0.124953754, -0.008684377, 0.0, 0.0]","[-0.007393169, 1.4618738, -0.09739325, 0.3187426, -0.010757768, -0.12821564, 0.0, 0.0]",2,10.866703271865845
"[0.043959808, 0.13621324, -0.06974963, 0.031298775, -0.124953754, -0.008684377, 0.0, 0.0]","[0.032847404, 1.4201554, 0.55265844, 0.001790469, -0.027530432, -0.09354411, 0.0, 0.0]",2,10.866703271865845
"[-0.19570485, 0.75212544, -0.033212733, -0.020246172, 0.006177827, 0.041968532, 0.0, 0.0]","[0.042895127, 1.3457882, 0.726787, -0.46514627, -0.033481505, -0.06263499, 0.0, 0.0]",2,11.221518993377686
"[-0.19570485, 0.75212544, -0.033212733, -0.020246172, 0.006177827, 0.041968532, 0.0, 0.0]","[-0.04551182, 1.4359219, -0.74287176, 0.11959163, 0.03385829, 0.02623272, 0.0, 0.0]",2,11.221518993377686
