fact,explanation,action,gen_time
"[0.07115412, 0.90139264, 0.06631954, -0.057624955, 0.032533154, 0.03355948, 0.0, 0.0]","[0.0076080323, 1.4509041, 0.107822254, 0.23617052, -0.007854691, 0.042717636, 0.0, 0.0]",2,6.123587131500244
"[0.07115412, 0.90139264, 0.06631954, -0.057624955, 0.032533154, 0.03355948, 0.0, 0.0]","[-0.023371601, 1.3925837, -0.3731127, -0.19537908, 0.020876883, 0.003048387, 0.0, 0.0]",2,6.123587131500244
"[0.07115412, 0.90139264, 0.06631954, -0.057624955, 0.032533154, 0.03355948, 0.0, 0.0]","[0.0038606643, 1.4598504, 0.07673614, 0.296096, -0.004636698, -0.061971493, 0.0, 0.0]",2,6.123587131500244
"[0.123053454, 0.07608655, -0.03636478, -0.022278888, -0.0033473354, 0.016642312, 0.0, 0.0]","[0.03330498, 1.3568723, 0.5523057, -0.39174536, -0.029431026, -0.06287988, 0.0, 0.0]",0,4.98908805847168
"[0.123053454, 0.07608655, -0.03636478, -0.022278888, -0.0033473354, 0.016642312, 0.0, 0.0]","[0.0011029243, 1.3683343, 0.0026290386, -0.29345778, 0.0005521728, 0.012543244, 0.0, 0.0]",0,4.98908805847168
"[0.123053454, 0.07608655, -0.03636478, -0.022278888, -0.0033473354, 0.016642312, 0.0, 0.0]","[0.014573669, 1.3647447, 0.2638958, -0.28819382, -0.018973038, -0.047521997, 0.0, 0.0]",0,4.98908805847168
"[-0.4536357, 1.0458777, -0.05812595, -0.00472754, -0.011822194, -0.0017721495, 0.0, 0.0]","[0.04145374, 1.3832318, 0.678124, -0.27165946, -0.03810432, -0.049387466, 0.0, 0.0]",2,5.743269920349121
"[-0.4536357, 1.0458777, -0.05812595, -0.00472754, -0.011822194, -0.0017721495, 0.0, 0.0]","[0.012301731, 1.4513128, 0.18766163, 0.23294167, -0.0022217531, 0.06389068, 0.0, 0.0]",2,5.743269920349121
"[-0.4536357, 1.0458777, -0.05812595, -0.00472754, -0.011822194, -0.0017721495, 0.0, 0.0]","[-0.043247413, 1.365916, -0.712351, -0.36012793, 0.030983705, 0.056180276, 0.0, 0.0]",2,5.743269920349121
"[-0.4536357, 1.0458777, -0.05812595, -0.00472754, -0.011822194, -0.0017721495, 0.0, 0.0]","[0.032069683, 1.4076096, 0.53006876, -0.07437304, -0.03717532, -0.080355555, 0.0, 0.0]",2,5.743269920349121
"[0.0571867, 0.41604424, -0.035744295, -0.055146024, -0.013918342, 0.028029654, 0.0, 0.0]","[0.041553974, 1.3597907, 0.69111586, -0.40275672, -0.03463564, -0.060021304, 0.0, 0.0]",2,6.380682706832886
"[0.0571867, 0.41604424, -0.035744295, -0.055146024, -0.013918342, 0.028029654, 0.0, 0.0]","[0.04674883, 1.4669923, 0.7703939, 0.34938508, -0.034850016, -0.056704093, 0.0, 0.0]",2,6.380682706832886
"[0.0571867, 0.41604424, -0.035744295, -0.055146024, -0.013918342, 0.028029654, 0.0, 0.0]","[-0.033790685, 1.403756, -0.55314016, -0.11487831, 0.02144309, 0.010817712, 0.0, 0.0]",2,6.380682706832886
"[0.0571867, 0.41604424, -0.035744295, -0.055146024, -0.013918342, 0.028029654, 0.0, 0.0]","[-0.038307764, 1.3858595, -0.62618506, -0.19781119, 0.031173393, 0.08470773, 0.0, 0.0]",2,6.380682706832886
"[-0.6363243, 1.9155093, -0.035079405, 0.09160843, 0.015860345, 0.010139428, 0.0, 0.0]","[0.011811256, 1.3671855, 0.1837261, -0.28129727, -0.029392686, -0.1266863, 0.0, 0.0]",0,5.895811080932617
"[-0.6363243, 1.9155093, -0.035079405, 0.09160843, 0.015860345, 0.010139428, 0.0, 0.0]","[0.009859371, 1.3628355, 0.16029163, -0.29539362, -0.0069141327, -0.028988272, 0.0, 0.0]",0,5.895811080932617
"[-0.6363243, 1.9155093, -0.035079405, 0.09160843, 0.015860345, 0.010139428, 0.0, 0.0]","[0.00095586776, 1.3429365, -0.0070987865, -0.51717496, -0.00555303, 0.019120472, 0.0, 0.0]",0,5.895811080932617
"[-0.6363243, 1.9155093, -0.035079405, 0.09160843, 0.015860345, 0.010139428, 0.0, 0.0]","[-0.044359304, 1.438515, -0.721012, 0.14249268, 0.035331476, 0.028285066, 0.0, 0.0]",0,5.895811080932617
"[-0.5555059, 0.45064926, 0.07840475, 0.116505034, 0.12787414, 0.27747315, 0.0, 0.0]","[-0.038240433, 1.4190726, -0.6272383, -0.005944654, 0.027655156, 0.03234034, 0.0, 0.0]",2,6.004960060119629
"[-0.5555059, 0.45064926, 0.07840475, 0.116505034, 0.12787414, 0.27747315, 0.0, 0.0]","[-0.042471983, 1.4722764, -0.69935876, 0.4486313, 0.032605834, 0.04345344, 0.0, 0.0]",2,6.004960060119629
"[-0.5555059, 0.45064926, 0.07840475, 0.116505034, 0.12787414, 0.27747315, 0.0, 0.0]","[-0.006384754, 1.4154276, -0.0960582, -0.03312645, -0.0014703698, -0.045513064, 0.0, 0.0]",2,6.004960060119629
"[-0.5555059, 0.45064926, 0.07840475, 0.116505034, 0.12787414, 0.27747315, 0.0, 0.0]","[-0.0033701896, 1.4442933, -0.07485792, 0.19717732, 0.019264765, 0.14759134, 0.0, 0.0]",2,6.004960060119629
"[-0.42759037, 0.42846167, -0.11880219, 0.013389777, -0.0424921, -0.04477354, 0.0, 0.0]","[0.03267336, 1.3743322, 0.5378886, -0.29970127, -0.023888037, -0.020292718, 0.0, 0.0]",0,5.703701019287109
"[-0.42759037, 0.42846167, -0.11880219, 0.013389777, -0.0424921, -0.04477354, 0.0, 0.0]","[0.043734074, 1.3885354, 0.71012497, -0.23191236, -0.029712157, -0.002955522, 0.0, 0.0]",0,5.703701019287109
"[-0.42759037, 0.42846167, -0.11880219, 0.013389777, -0.0424921, -0.04477354, 0.0, 0.0]","[0.044674776, 1.3658619, 0.72508836, -0.34626725, -0.034622096, -0.06906586, 0.0, 0.0]",0,5.703701019287109
"[-0.42759037, 0.42846167, -0.11880219, 0.013389777, -0.0424921, -0.04477354, 0.0, 0.0]","[0.026004886, 1.3877115, 0.42530355, -0.17733279, -0.024946783, -0.03521098, 0.0, 0.0]",0,5.703701019287109
"[-0.070523165, 0.8522278, -0.07594161, -0.07056759, -0.01444758, -0.024165548, 0.0, 0.0]","[0.03473272, 1.3905458, 0.57042783, -0.20036165, -0.026307514, -0.021510353, 0.0, 0.0]",2,5.987117290496826
"[-0.070523165, 0.8522278, -0.07594161, -0.07056759, -0.01444758, -0.024165548, 0.0, 0.0]","[0.043963335, 1.3962543, 0.71556395, -0.1749642, -0.031912897, -0.0153167825, 0.0, 0.0]",2,5.987117290496826
"[-0.070523165, 0.8522278, -0.07594161, -0.07056759, -0.01444758, -0.024165548, 0.0, 0.0]","[0.011406136, 1.4452921, 0.18070155, 0.18813856, -0.0048043714, 0.0250483, 0.0, 0.0]",2,5.987117290496826
"[-0.070523165, 0.8522278, -0.07594161, -0.07056759, -0.01444758, -0.024165548, 0.0, 0.0]","[0.045812033, 1.4474766, 0.74752593, 0.20464084, -0.041630276, -0.04561724, 0.0, 0.0]",2,5.987117290496826
"[-0.24428701, 0.6803753, -0.05633677, -0.03447679, -0.00631818, 0.009921556, 0.0, 0.0]","[0.044228267, 1.3573524, 0.7198802, -0.4579999, -0.028801123, 0.0020636383, 0.0, 0.0]",2,6.1422741413116455
"[-0.24428701, 0.6803753, -0.05633677, -0.03447679, -0.00631818, 0.009921556, 0.0, 0.0]","[0.01354866, 1.4448937, 0.21121988, 0.18504046, 0.006227938, 0.07513772, 0.0, 0.0]",2,6.1422741413116455
"[-0.24428701, 0.6803753, -0.05633677, -0.03447679, -0.00631818, 0.009921556, 0.0, 0.0]","[0.039973926, 1.4557321, 0.6509516, 0.27061564, -0.038157478, -0.047783326, 0.0, 0.0]",2,6.1422741413116455
"[-0.24428701, 0.6803753, -0.05633677, -0.03447679, -0.00631818, 0.009921556, 0.0, 0.0]","[0.037550546, 1.3746483, 0.6144369, -0.3354887, -0.037330538, -0.052929394, 0.0, 0.0]",2,6.1422741413116455
"[-0.13713054, 1.2100695, -0.08257506, 0.026453853, -0.16062933, -0.008334995, 0.0, 0.0]","[0.039298724, 1.3792626, 0.63779503, -0.30047756, -0.028382035, -0.005829011, 0.0, 0.0]",0,6.335801839828491
"[-0.13713054, 1.2100695, -0.08257506, 0.026453853, -0.16062933, -0.008334995, 0.0, 0.0]","[-0.039730072, 1.4034972, -0.64322484, -0.12103552, 0.025985891, -0.007613851, 0.0, 0.0]",0,6.335801839828491
"[-0.13713054, 1.2100695, -0.08257506, 0.026453853, -0.16062933, -0.008334995, 0.0, 0.0]","[0.042821217, 1.3910103, 0.6933578, -0.21377233, -0.022256127, 0.022995578, 0.0, 0.0]",0,6.335801839828491
"[0.07198582, 0.46827757, -0.010346884, -0.005078089, -0.013490204, 0.018619034, 0.0, 0.0]","[0.018336678, 1.453093, 0.28957105, 0.2569507, -0.0036545072, 0.051635332, 0.0, 0.0]",0,5.969841718673706
"[0.07198582, 0.46827757, -0.010346884, -0.005078089, -0.013490204, 0.018619034, 0.0, 0.0]","[0.0228302, 1.3754332, 0.39011386, -0.22518341, -0.023316206, -0.07404783, 0.0, 0.0]",0,5.969841718673706
"[0.07198582, 0.46827757, -0.010346884, -0.005078089, -0.013490204, 0.018619034, 0.0, 0.0]","[0.016241645, 1.3461226, 0.26374444, -0.44119376, -0.020624118, -0.08086172, 0.0, 0.0]",0,5.969841718673706
"[-0.3681321, 0.2930559, 0.039957203, 0.023379887, 0.13450995, 0.04092109, 0.0, 0.0]","[0.013442611, 1.4581977, 0.21690731, 0.28946093, -0.0034919935, 0.023757853, 0.0, 0.0]",2,6.46514630317688
"[-0.3681321, 0.2930559, 0.039957203, 0.023379887, 0.13450995, 0.04092109, 0.0, 0.0]","[-0.045975685, 1.4273078, -0.7514269, 0.054960065, 0.033940654, 0.029953975, 0.0, 0.0]",2,6.46514630317688
"[-0.3681321, 0.2930559, 0.039957203, 0.023379887, 0.13450995, 0.04092109, 0.0, 0.0]","[-0.0027897835, 1.4637561, -0.041909017, 0.3251237, 0.0006152159, -0.016850332, 0.0, 0.0]",2,6.46514630317688
"[-0.07811699, 1.360515, -0.79635227, -0.19751683, 0.039767466, 0.011640172, 0.0, 0.0]","[0.009101296, 1.4564744, 0.1274338, 0.2757335, 0.0055418746, 0.10384333, 0.0, 0.0]",2,5.779983758926392
"[-0.07811699, 1.360515, -0.79635227, -0.19751683, 0.039767466, 0.011640172, 0.0, 0.0]","[0.03973999, 1.3966264, 0.65014076, -0.1717825, -0.036098253, -0.046306457, 0.0, 0.0]",2,5.779983758926392
"[-0.07811699, 1.360515, -0.79635227, -0.19751683, 0.039767466, 0.011640172, 0.0, 0.0]","[-0.030487537, 1.4351466, -0.4928256, 0.11924777, 0.02076734, 0.0056872023, 0.0, 0.0]",2,5.779983758926392
"[-0.07811699, 1.360515, -0.79635227, -0.19751683, 0.039767466, 0.011640172, 0.0, 0.0]","[-0.011285305, 1.4490966, -0.18958534, 0.21621494, -0.00017425555, 0.0053751427, 0.0, 0.0]",2,5.779983758926392
"[-0.54672074, 0.47548315, -0.022179473, 0.023596702, 0.093992636, -0.26017392, 0.0, 0.0]","[0.0019310951, 1.4110837, 0.021614341, 0.0138700465, 0.011255759, 0.049378205, 0.0, 0.0]",2,5.994424104690552
"[-0.54672074, 0.47548315, -0.022179473, 0.023596702, 0.093992636, -0.26017392, 0.0, 0.0]","[0.044385146, 1.3850834, 0.722087, -0.25087696, -0.027058635, 0.009357786, 0.0, 0.0]",2,5.994424104690552
"[-0.54672074, 0.47548315, -0.022179473, 0.023596702, 0.093992636, -0.26017392, 0.0, 0.0]","[-0.029942418, 1.4068829, -0.47337237, -0.09208132, 0.017518077, -0.04512803, 0.0, 0.0]",2,5.994424104690552
"[-0.54672074, 0.47548315, -0.022179473, 0.023596702, 0.093992636, -0.26017392, 0.0, 0.0]","[-0.026143169, 1.4431458, -0.4284523, 0.18279102, 0.022005972, 0.03283619, 0.0, 0.0]",2,5.994424104690552
"[-0.54672074, 0.47548315, -0.022179473, 0.023596702, 0.093992636, -0.26017392, 0.0, 0.0]","[-0.021228027, 1.4376464, -0.35556692, 0.15617448, 0.03069361, 0.050300054, 0.0, 0.0]",2,5.994424104690552
"[0.3555375, 1.2039119, 0.09867392, -0.027024586, 0.07385186, -0.18936108, 0.0, 0.0]","[0.026969815, 1.4642699, 0.4526233, 0.32825783, -0.031687304, -0.0963413, 0.0, 0.0]",2,6.404925346374512
"[0.3555375, 1.2039119, 0.09867392, -0.027024586, 0.07385186, -0.18936108, 0.0, 0.0]","[-0.02720642, 1.3878163, -0.44067007, -0.22630148, 0.021307537, 0.015215267, 0.0, 0.0]",2,6.404925346374512
"[0.3555375, 1.2039119, 0.09867392, -0.027024586, 0.07385186, -0.18936108, 0.0, 0.0]","[0.04602127, 1.418254, 0.751025, -0.0042039608, -0.036345396, -0.039470427, 0.0, 0.0]",2,6.404925346374512
"[0.3555375, 1.2039119, 0.09867392, -0.027024586, 0.07385186, -0.18936108, 0.0, 0.0]","[-0.036095716, 1.3644005, -0.5952553, -0.39152715, 0.028609978, 0.04107051, 0.0, 0.0]",2,6.404925346374512
"[0.2584323, 0.00970746, 0.13682702, 0.0044037574, 0.08892205, 0.01661848, 1.0, 1.0]","[0.009247971, 1.44885, 0.13986431, 0.2221213, -0.007421638, 0.049085848, 0.0, 0.0]",3,4.941603660583496
"[0.2584323, 0.00970746, 0.13682702, 0.0044037574, 0.08892205, 0.01661848, 1.0, 1.0]","[0.041107845, 1.3519206, 0.67178833, -0.503395, -0.036053587, -0.041630417, 0.0, 0.0]",3,4.941603660583496
"[0.2584323, 0.00970746, 0.13682702, 0.0044037574, 0.08892205, 0.01661848, 1.0, 1.0]","[0.026049042, 1.3430767, 0.43431997, -0.48624855, -0.040409118, -0.15181582, 0.0, 0.0]",3,4.941603660583496
"[-0.24358554, 1.2636701, -0.0103028575, -0.02352546, 0.0039461735, -0.009196745, 0.0, 0.0]","[0.04315176, 1.3453273, 0.72300965, -0.5116418, -0.041850794, -0.081683636, 0.0, 0.0]",2,5.141968488693237
"[-0.24358554, 1.2636701, -0.0103028575, -0.02352546, 0.0039461735, -0.009196745, 0.0, 0.0]","[0.04134035, 1.3845024, 0.66396856, -0.26122794, -0.016027834, 0.05849058, 0.0, 0.0]",2,5.141968488693237
"[-0.24358554, 1.2636701, -0.0103028575, -0.02352546, 0.0039461735, -0.009196745, 0.0, 0.0]","[0.022322273, 1.4473077, 0.38400844, 0.23652963, -0.007957385, -0.011887691, 0.0, 0.0]",2,5.141968488693237
"[-0.24358554, 1.2636701, -0.0103028575, -0.02352546, 0.0039461735, -0.009196745, 0.0, 0.0]","[0.044321917, 1.3646386, 0.72142524, -0.40866914, -0.032420535, -0.016078595, 0.0, 0.0]",2,5.141968488693237
"[-0.24358554, 1.2636701, -0.0103028575, -0.02352546, 0.0039461735, -0.009196745, 0.0, 0.0]","[0.03453388, 1.3423796, 0.5823847, -0.5747701, -0.039632805, -0.13218603, 0.0, 0.0]",2,5.141968488693237
"[0.30125207, 2.2380588, -2.6496348, 1.0595067, 1.3557112, 0.33043426, 0.0, 0.0]","[-0.043069076, 1.4282407, -0.7019494, 0.06978826, 0.03152066, 0.02002707, 0.0, 0.0]",2,6.103357791900635
"[0.30125207, 2.2380588, -2.6496348, 1.0595067, 1.3557112, 0.33043426, 0.0, 0.0]","[-0.040864658, 1.435657, -0.6680275, 0.12447873, 0.029012682, 0.020777278, 0.0, 0.0]",2,6.103357791900635
"[0.30125207, 2.2380588, -2.6496348, 1.0595067, 1.3557112, 0.33043426, 0.0, 0.0]","[-0.028795147, 1.4135801, -0.4658924, -0.04170147, 0.016791295, -0.020294031, 0.0, 0.0]",2,6.103357791900635
"[0.043959808, 0.13621324, -0.06974963, 0.031298775, -0.124953754, -0.008684377, 0.0, 0.0]","[-0.03399973, 1.4404953, -0.5541246, 0.16209026, 0.035710294, 0.049250197, 0.0, 0.0]",2,6.390219688415527
"[0.043959808, 0.13621324, -0.06974963, 0.031298775, -0.124953754, -0.008684377, 0.0, 0.0]","[-0.012844468, 1.4315827, -0.20767693, 0.08616857, 0.015671993, 0.015744198, 0.0, 0.0]",2,6.390219688415527
"[0.043959808, 0.13621324, -0.06974963, 0.031298775, -0.124953754, -0.008684377, 0.0, 0.0]","[0.03617058, 1.3349841, 0.59700495, -0.5899532, -0.039617244, -0.0988907, 0.0, 0.0]",2,6.390219688415527
"[0.043959808, 0.13621324, -0.06974963, 0.031298775, -0.124953754, -0.008684377, 0.0, 0.0]","[-0.044662286, 1.4538151, -0.73159206, 0.25147802, 0.041059494, 0.057055563, 0.0, 0.0]",2,6.390219688415527
"[0.043959808, 0.13621324, -0.06974963, 0.031298775, -0.124953754, -0.008684377, 0.0, 0.0]","[-0.04514246, 1.3753387, -0.7444152, -0.26641694, 0.038834054, 0.10250505, 0.0, 0.0]",2,6.390219688415527
